event_id,fusion_risk_score
EVT-118774888,0.35769321440381024
EVT-835360693,0.40088393682827433
EVT-300407273,0.26447220068311417
EVT-307579965,0.2746685431655467
EVT-924249966,0.25682685135159256
EVT-207473423,0.22435797598965632
EVT-830090498,0.342830517672398
EVT-966246168,0.2502785886131431
EVT-990853109,0.7144593284455486
EVT-963955047,0.7464005754076359
EVT-616484431,0.243957559476573
EVT-244939188,0.21734572248482212
EVT-424737383,0.3106154319128558
EVT-804160857,0.7622215987539511
EVT-524976249,0.3115957674814019
EVT-277122841,0.24978423958747023
EVT-523201258,0.3141348094620648
EVT-398648750,0.322414316375607
EVT-131593134,0.3956514574136001
EVT-814116977,0.7000008655374224
EVT-687728555,0.7550458193494021
EVT-366749642,0.29509681423342976
EVT-312128407,0.3278836766170418
EVT-700194865,0.25994742303497953
EVT-411755865,0.7010876569792457
EVT-443481608,0.22281802435454032
EVT-545137987,0.18489390634963118
EVT-706784905,0.71628414269307
EVT-756065307,0.7096665867048259
EVT-191198120,0.3522256768061407
EVT-826006326,0.25849659057132574
EVT-753245335,0.32230133581390824
EVT-224378768,0.27410319911070335
EVT-529348859,0.3637808984523992
EVT-867453046,0.3002836796322224
EVT-373257434,0.21083501905119217
EVT-623538990,0.37333638101624045
EVT-356395822,0.2974495946889663
EVT-489666024,0.7992650622254005
EVT-251224926,0.2803303334017973
EVT-623605482,0.3488993381512506
EVT-379940124,0.33265988276971364
EVT-805014347,0.2673234255662323
EVT-407899822,0.807990362342183
EVT-468584555,0.7907284868438439
EVT-534477833,0.28383397452744746
EVT-548376777,0.6488488108074042
EVT-460717754,0.23962974958481953
EVT-376349842,0.8136452696630931
EVT-425931007,0.26893896194271905
EVT-845385053,0.7509475886033307
EVT-315672349,0.28347873232691123
EVT-161239228,0.33741072074517287
EVT-308809458,0.2968493826181701
EVT-779447406,0.3219183605844177
EVT-688062131,0.8034419382463647
EVT-695818133,0.2743340136749068
EVT-150922170,0.831535209098845
EVT-507525234,0.5010210517832169
EVT-180292918,0.32672897154014824
EVT-581534239,0.24816348210985759
EVT-638861429,0.23251453662916555
EVT-367457968,0.24667912415229631
EVT-885378359,0.3485225812126194
EVT-525214741,0.2515966114500064
EVT-216828942,0.2677340176092261
EVT-512368852,0.29209933336653293
EVT-556643708,0.6555473217624811
EVT-597575102,0.3432996418572318
EVT-172180693,0.19183556874418553
EVT-428890620,0.6746868325134725
EVT-294703419,0.2715377656751504
EVT-189679281,0.43646582440468584
EVT-719898360,0.35975851593312064
EVT-494305437,0.712154656780639
EVT-344986767,0.24567150647446656
EVT-824980576,0.3170709687986158
EVT-621965092,0.4094480747455794
EVT-989404122,0.8063640532005864
EVT-903829750,0.3516979158489935
EVT-843319082,0.27188408064259006
EVT-588983104,0.33744459657982795
EVT-334056821,0.15744406245574594
EVT-762452801,0.7162588051849426
EVT-299060429,0.4363461977689495
EVT-890537534,0.26656726406844666
EVT-872548167,0.12443150497509828
EVT-981793844,0.3135636356846294
EVT-702862662,0.24322021683383804
EVT-212685128,0.341044547986764
EVT-737393834,0.8115003150988889
EVT-277442971,0.3248729821138554
EVT-308756909,0.1948896034536331
EVT-217158159,0.29585444310139747
EVT-328653150,0.29895133245595634
EVT-610712343,0.7972127847365893
EVT-433623756,0.29695617430631094
EVT-110571114,0.26039632163384024
EVT-293522528,0.2901313838028734
EVT-439470224,0.2795061204962189
EVT-873140853,0.3163135848916783
EVT-796973654,0.2646580808493567
EVT-830127404,0.7235746347913572
EVT-590078706,0.38003128475973214
EVT-551430223,0.422629065068286
EVT-393769450,0.22503392747332976
EVT-951263016,0.2581001863375673
EVT-805496528,0.3736821315571954
EVT-453176298,0.24565300585182537
EVT-487233808,0.6882728288258355
EVT-113016013,0.4264652207671079
EVT-265373464,0.6613889082694766
EVT-423676026,0.7940194234039804
EVT-662446697,0.33604163984795454
EVT-154369319,0.3119741381011479
EVT-356705450,0.25908309977777344
EVT-500145195,0.31096641758790633
EVT-691960919,0.7219901201851284
EVT-808896546,0.38603910267049985
EVT-947417904,0.317044300200437
EVT-196151215,0.3045848487140961
EVT-302036525,0.2643087239559164
EVT-777436091,0.7862576868374971
EVT-610307274,0.25798556887510077
EVT-676262033,0.3084110985795194
EVT-974262312,0.3457535462982836
EVT-770804200,0.21813842198978597
EVT-144208874,0.20005634372834566
EVT-130995187,0.8185317720544658
EVT-131669173,0.26700240234417016
EVT-628665253,0.3484855139716743
EVT-504988227,0.24347976023610082
EVT-197284885,0.237995197832737
EVT-206960160,0.698782010318763
EVT-724579904,0.292038767132947
EVT-187616108,0.3036176208824407
EVT-162212431,0.28321188110059153
EVT-310554002,0.3401090731865221
EVT-200099291,0.7528060212217687
EVT-962682367,0.33074544532472866
EVT-242991887,0.35544504074145367
EVT-638941215,0.7064055770580626
EVT-534088654,0.399904576551658
EVT-445243587,0.3051081023899462
EVT-650646483,0.314044411102004
EVT-201450971,0.3309216545049447
EVT-436539815,0.34319436478019955
EVT-691873616,0.16212495186485684
EVT-103155712,0.31588278392014235
EVT-949008542,0.28881749676498925
EVT-535006122,0.32048964225112175
EVT-904310333,0.36976490971609777
EVT-365921051,0.3027252410808422
EVT-991644468,0.31250763803431786
EVT-611833570,0.25644475559084223
EVT-245293277,0.7323715279288979
EVT-446049530,0.6743975513661395
EVT-794436900,0.1882287791006534
EVT-428042904,0.2937401390920807
EVT-237740034,0.1993124764029471
EVT-132991263,0.29923245486811795
EVT-848721980,0.27852024331043346
EVT-406279114,0.26603394916149586
EVT-138230631,0.3060403651386788
EVT-139378774,0.2687915618887836
EVT-360373228,0.3500468095422388
EVT-705404808,0.20264753475457495
EVT-355997355,0.7476830879704481
EVT-185287246,0.23773681548342024
EVT-653651769,0.7837172151728656
EVT-925762018,0.30295445187505177
EVT-655758635,0.786983646450883
EVT-551152701,0.8254130462839273
EVT-598748311,0.8019319509609893
EVT-478646336,0.8373091387618083
EVT-327888326,0.36267851352579944
EVT-973629009,0.3801411653041484
EVT-452374639,0.3086974559596929
EVT-325158070,0.2961384637546372
EVT-551502003,0.2441841483787374
EVT-502983946,0.281528655171694
EVT-165820446,0.7280610299874806
EVT-247286319,0.28357136460876353
EVT-923670915,0.3369220866090097
EVT-858462525,0.27810027710035523
EVT-990043493,0.2993730640190791
EVT-419937988,0.23580316268234433
EVT-535247834,0.37973159930896994
EVT-699776107,0.2361680266883789
EVT-145149760,0.2264504038866387
EVT-786519408,0.2727032181724111
EVT-417626840,0.2852139961710797
EVT-253757325,0.3717577879309967
EVT-912711265,0.35948966009272754
EVT-899060443,0.2978908374796366
EVT-380974301,0.37548230717318454
EVT-858969911,0.8227133645994473
EVT-122651189,0.6611506308960817
EVT-579181523,0.35591677851881176
EVT-984483557,0.26792916736406325
EVT-741033074,0.34744695596392167
EVT-136579860,0.24965684245208994
EVT-424900773,0.4169501969579782
EVT-375365396,0.7010667775067508
EVT-645211605,0.27359935977606387
EVT-890990565,0.2623879950279909
EVT-275293836,0.32757664954922505
EVT-642859126,0.2815390816895147
EVT-434635631,0.3251339455462293
EVT-376013860,0.30028007816279145
EVT-972763726,0.6071218773051137
EVT-732414133,0.35063958798746925
EVT-110070085,0.28540515084847295
EVT-786756822,0.29328178169900004
EVT-667650961,0.3377031690517499
EVT-889102725,0.3643970760539586
EVT-918261659,0.8543173923464433
EVT-651605375,0.23060573211184937
EVT-378281655,0.2897028097187671
EVT-460275553,0.8008445494869407
EVT-636560862,0.20872783819196875
EVT-794346338,0.24029821377048427
EVT-150254566,0.3735090560315207
EVT-549745918,0.663242576712474
EVT-420742418,0.3391185507317271
EVT-315670981,0.8053658222234235
EVT-404423114,0.28492541511136726
EVT-916906713,0.9315316474934741
EVT-818086986,0.2824952985635683
EVT-945303064,0.2520838491355043
EVT-599102627,0.20758009076250447
EVT-937482103,0.21211265417861422
EVT-667240597,0.2320046984204048
EVT-286848099,0.29703595528424165
EVT-733554306,0.27728232199507397
EVT-391839033,0.3390079136275057
EVT-311317585,0.22120520664721435
EVT-962230001,0.7065651651078338
EVT-249737586,0.4234376262041638
EVT-624827240,0.32052787797691884
EVT-299157036,0.38859501989999645
EVT-294220102,0.2387760841489397
EVT-324538156,0.3250894032377534
EVT-230876777,0.3891264840352656
EVT-777315030,0.37044267672170694
EVT-433882833,0.2358105976954645
EVT-348389214,0.815954002474238
EVT-510175185,0.343351497888318
EVT-201398996,0.293662306022833
EVT-443118090,0.3661464792571095
EVT-605181473,0.2084337838928495
EVT-342510480,0.7425305874918917
EVT-395251952,0.8616613676906544
EVT-554751170,0.8582702571833495
EVT-852847696,0.2344301232660282
EVT-208775385,0.23551766014968317
EVT-543064462,0.29218335616720453
EVT-459000328,0.26913613642715495
EVT-673354280,0.8357904191987038
EVT-829337618,0.30384476353708767
EVT-910095256,0.3556901825284324
EVT-122559884,0.7212917520078423
EVT-799443028,0.7555027941591785
EVT-979851449,0.3662679608920408
EVT-787672947,0.6838693495639445
EVT-213422347,0.3995537937592853
EVT-480925531,0.8489085298329575
EVT-348575388,0.2931113566822614
EVT-930834833,0.26320919164769613
EVT-989085705,0.2766628230494093
EVT-134197720,0.38279052376212586
EVT-129787719,0.2846962639585629
EVT-891801429,0.26801046205879486
EVT-875660518,0.7749266561894214
EVT-161818174,0.22071357544087195
EVT-893210584,0.24168543092150685
EVT-163014367,0.2499506786882503
EVT-317159024,0.3025527781096524
EVT-308563875,0.8660003158391126
EVT-533264111,0.34526384834029544
EVT-713011561,0.32599442664605083
EVT-961888652,0.6967433542415866
EVT-482031103,0.731897398344214
EVT-358131271,0.42032144358422974
EVT-579083697,0.8485116675282213
EVT-191684679,0.38559950978371305
EVT-838617861,0.6720103353595979
EVT-600293374,0.2679234215312472
EVT-144152669,0.27292351058765274
EVT-640951365,0.22631996381035271
EVT-723968606,0.6610908459863447
EVT-763348588,0.3462366577416913
EVT-175374048,0.3525008498749007
EVT-212300931,0.20359154722615444
EVT-999186624,0.3423363368623902
EVT-515096244,0.8336450907505275
EVT-545741898,0.6779586857243018
EVT-136533280,0.329102696405721
EVT-606920737,0.2476835596757416
EVT-683653882,0.28558964221770927
EVT-666169087,0.1486261564040791
EVT-982815941,0.3100537803941221
EVT-928791275,0.7528687229981741
EVT-974086517,0.33177212982610177
EVT-248753683,0.7842583895581615
EVT-406873107,0.4936059973218694
EVT-548167848,0.7768969592096742
EVT-478409210,0.7706791029902214
EVT-876201700,0.3099782274322373
EVT-198934906,0.7654358367315938
EVT-505930550,0.8164315006892605
EVT-764690063,0.16233192538817073
EVT-598294904,0.2475225230058735
EVT-408001653,0.3959595518920818
EVT-624070073,0.2753633127445336
EVT-585511086,0.2825527733878787
EVT-263697078,0.2522866913986222
EVT-439368671,0.3091542895085626
EVT-921228011,0.34904029229097217
EVT-485148151,0.30073156048131533
EVT-510948805,0.3412547811529906
EVT-771088821,0.30704888786731843
EVT-522402024,0.7365146068976036
EVT-548861744,0.8064235833826009
EVT-928111901,0.3307714296305711
EVT-633929547,0.2576989640898309
EVT-261480856,0.26524854231885486
EVT-142208119,0.3187677647422883
EVT-503216301,0.6688744707214853
EVT-574096162,0.8112867387750906
EVT-364309903,0.29629892062224605
EVT-984251466,0.3426543963358555
EVT-904757346,0.293388482803579
EVT-433100727,0.7963466447862443
EVT-570490979,0.2964875538793626
EVT-740636124,0.27369680602581814
EVT-258071269,0.27647557078710067
EVT-871624305,0.31190666428214486
EVT-887463558,0.20836655084796882
EVT-646974791,0.7028191461653346
EVT-515756295,0.25164871785012
EVT-288462759,0.25473923409569565
EVT-575327458,0.341744791010304
EVT-577216240,0.36979177425633925
EVT-210144362,0.7746202848805129
EVT-784057358,0.31104108497402405
EVT-496498009,0.25475262445396796
EVT-663022675,0.2407135382655447
EVT-353255525,0.2790479149338885
EVT-577189011,0.28591020627079483
EVT-698745118,0.6570656978500313
EVT-896797280,0.3218672372868843
EVT-735067206,0.28577580086698984
EVT-274982441,0.26027739887489526
EVT-612157458,0.4810352638039518
EVT-781778534,0.2528141167674516
EVT-379611387,0.1907812955605781
EVT-228577494,0.3587984151392703
EVT-801620464,0.33209549805432137
EVT-679407191,0.3661377650061806
EVT-699555462,0.7222500025602151
EVT-475214015,0.23685456899407142
EVT-546590280,0.7627678688165511
EVT-898156359,0.29869444698895986
EVT-205364903,0.19764976654766633
EVT-503381896,0.2509048915694362
EVT-562574591,0.32651589301229195
EVT-284215708,0.25625107738043656
EVT-771021264,0.33969249734883744
EVT-561597316,0.2972481419521925
EVT-293537746,0.35615462704980455
EVT-634491109,0.26608267935227026
EVT-921081096,0.33066560788694227
EVT-296575735,0.2348573849591449
EVT-661928309,0.3475060366080645
EVT-225056009,0.30724826314008696
EVT-657502503,0.27379589503207885
EVT-756329313,0.6990167041579425
EVT-764027017,0.8093500235258347
EVT-377723580,0.6249781512873648
EVT-865995493,0.2319309231132661
EVT-375599620,0.3005856434210817
EVT-601088784,0.35000875320071223
EVT-292381858,0.24277025834593588
EVT-820328376,0.6740477783084449
EVT-611724158,0.3635900061031374
EVT-945159214,0.3605837745297641
EVT-338546246,0.3393863606425472
EVT-188903117,0.7182339822216023
EVT-185131369,0.4365773539363692
EVT-465690921,0.33995643605967957
EVT-184469068,0.3660966186834486
EVT-211772510,0.2413165115527728
EVT-299629940,0.18601139916650106
EVT-559567981,0.3615457760247437
EVT-624421759,0.2655590189418958
EVT-670172524,0.8302298746473624
EVT-264541062,0.8145942561059847
EVT-837824445,0.41385080782701966
EVT-264461374,0.24581639389071178
EVT-396707266,0.3123583657797367
EVT-262554254,0.34410823471404034
EVT-880704896,0.2794196275082904
EVT-689306232,0.6904101897891051
EVT-670139677,0.821347514404963
EVT-328347632,0.28948233077841967
EVT-302294147,0.33467571657541256
EVT-334444491,0.19159235129556923
EVT-845593070,0.18527568501323644
EVT-804538517,0.2921099792210556
EVT-163032206,0.3522874432003741
EVT-704612200,0.3317843662988101
EVT-255813217,0.34615498390183586
EVT-559458240,0.3451840983178019
EVT-449253413,0.35737325266796516
EVT-915099533,0.1878688943509476
EVT-892026936,0.6836578717588786
EVT-441134621,0.7236202441295615
EVT-213257542,0.3046448170750252
EVT-393537130,0.8299572152113244
EVT-828722254,0.7416785457590067
EVT-106315840,0.26729045678214103
EVT-326517350,0.21965159876226384
EVT-679006808,0.25495218140469095
EVT-735863185,0.2332958817180214
EVT-246264257,0.2892758376845813
EVT-654812111,0.7819030528865972
EVT-722963372,0.37039438630656896
EVT-964982620,0.25419817932361033
EVT-946795030,0.37452724458126785
EVT-746669166,0.6988695001914644
EVT-199408928,0.2615771631391454
EVT-557885974,0.2274286398115531
EVT-880300231,0.25991049674460504
EVT-489327671,0.3208445234914111
EVT-633349366,0.7055919763818634
EVT-774535949,0.339722690398658
EVT-875508496,0.36726392351784054
EVT-429605935,0.4646793975980509
EVT-998124033,0.7985485407403328
EVT-989533436,0.30073296191510107
EVT-439258875,0.3459243498475863
EVT-666422725,0.3778288655795742
EVT-740408498,0.20745867812594948
EVT-381021289,0.3193851551410524
EVT-903943989,0.32088880546877546
EVT-476626089,0.2576778245140904
EVT-875720785,0.2203007751485078
EVT-716544694,0.8503399248695118
EVT-669330940,0.279640731427661
EVT-599255748,0.2918613666239988
EVT-384193612,0.6637858542684394
EVT-744827691,0.32399740137214356
EVT-759678754,0.6045419101282632
EVT-288469880,0.24548721274824226
EVT-541795891,0.6390376760731818
EVT-912562232,0.24679630947973016
EVT-154648045,0.3099268236645499
EVT-551994523,0.25635998706751467
EVT-570792002,0.22673856194205408
EVT-625657774,0.24918871657342448
EVT-370490778,0.8692870545866138
EVT-220357322,0.3176546514452904
EVT-636544460,0.3741224811975997
EVT-755895052,0.33416817515849145
EVT-639699410,0.2665634388221842
EVT-119214619,0.28006244977734535
EVT-471257804,0.22991953344079927
EVT-783330435,0.31230295819380416
EVT-185552892,0.3076777268562736
EVT-761920628,0.3894663816362993
EVT-309099452,0.3187973959326928
EVT-230299375,0.3203294929723084
EVT-135003752,0.337654915300819
EVT-798583922,0.22149318564482567
EVT-634018992,0.8419580438893899
EVT-616724423,0.2634424006638132
EVT-800413485,0.23435143739771955
EVT-350970565,0.2664201574190448
EVT-349466870,0.8377995143407029
EVT-594138103,0.3322158160115016
EVT-566195964,0.6540377332638578
EVT-684638021,0.7017784603844558
EVT-331026074,0.6888014209268444
EVT-264054263,0.2749529033823628
EVT-793045937,0.23416325117043493
EVT-502990117,0.24558028631995646
EVT-594154969,0.23537534351649889
EVT-229871131,0.3150888790721671
EVT-571285917,0.7664899320035898
EVT-234158728,0.8395821258065439
EVT-919567132,0.37542114323110304
EVT-428805886,0.3393258298122598
EVT-787315995,0.3059452874122413
EVT-386689994,0.3901792790859493
EVT-257219499,0.3032108724186314
EVT-671402983,0.34173584759996234
EVT-457164681,0.24926994406685415
EVT-967373276,0.3456454683361103
EVT-569008859,0.8095575592428728
EVT-935332564,0.27828648171589815
EVT-289107890,0.6557777801911812
EVT-392472758,0.41417857963962207
EVT-417343036,0.2617110567053552
EVT-377811111,0.3640635452871012
EVT-653948557,0.1604994856995585
EVT-612168490,0.7635197496717459
EVT-785865384,0.4605254958371705
EVT-629481934,0.7454272225317231
EVT-620579369,0.3349833439463759
EVT-503440901,0.3397841553820278
EVT-185071475,0.20849863718834066
EVT-191870038,0.73541385163874
EVT-135060773,0.28578951492594207
EVT-123210143,0.2956642078029887
EVT-884265837,0.29754097035971444
EVT-608620823,0.6072104170626633
EVT-840217214,0.2703399950038653
EVT-416719576,0.7152531624838279
EVT-704725558,0.24710242795673462
EVT-586448610,0.28487226891542267
EVT-307330520,0.30126485283416743
EVT-932667971,0.7818109346917755
EVT-573799524,0.33647998829156717
EVT-934969631,0.21787989402961772
EVT-481433903,0.27606798258771775
EVT-313828191,0.14243086042102823
EVT-986342734,0.2736068025507019
EVT-932818223,0.7469312644447671
EVT-123385564,0.20981197015773953
EVT-357082060,0.3340988183627142
EVT-725786864,0.7561201988343672
EVT-488705624,0.3109827906173297
EVT-321123875,0.7430353994802394
EVT-337688478,0.24950922924352453
EVT-291728043,0.3436852002474401
EVT-490256258,0.24627705657178645
EVT-547709762,0.2629200312374217
EVT-265357643,0.6124504368476424
EVT-976920163,0.3806933954189277
EVT-826396918,0.29082078430700664
EVT-151429497,0.31253980689624483
EVT-289531256,0.35410919003142516
EVT-949484053,0.5105944228073344
EVT-594965900,0.8146414704421929
EVT-751825147,0.26131709957724136
EVT-390828760,0.26969751434317785
EVT-604196278,0.2147283210958359
EVT-871393625,0.3019070051160003
EVT-348467625,0.702384627303084
EVT-807154337,0.42396623752156154
EVT-549428001,0.3394707439121185
EVT-631010757,0.2682487596914826
EVT-855782863,0.7766295462467794
EVT-302458529,0.7320564607518373
EVT-990359977,0.24432932114719164
EVT-208613538,0.32595921270025086
EVT-682302792,0.30680399383926
EVT-619492820,0.2666175994549437
EVT-125667689,0.21690029931798363
EVT-384109874,0.30487253944491977
EVT-358853211,0.28443765827895484
EVT-410004182,0.43900109628835565
EVT-162757475,0.26557668833068937
EVT-248309908,0.6501600627635407
EVT-165632409,0.29614456716050086
EVT-729753952,0.2972633026510191
EVT-856175373,0.5269582063085553
EVT-819144258,0.6655665913231327
EVT-336845933,0.29571139184530115
EVT-566577799,0.2296200451319434
EVT-425471728,0.6162101187569193
EVT-979442034,0.28550183063339585
EVT-781429068,0.19676817775143207
EVT-609232937,0.35716369839710926
EVT-344551534,0.29511166946274436
EVT-356019711,0.25564665994082536
EVT-900762249,0.3436584434184126
EVT-404755290,0.33115932717785856
EVT-628905396,0.3020808293993537
EVT-551526563,0.7994565244910941
EVT-506083110,0.26474033844520106
EVT-841434215,0.3206057199849641
EVT-991047962,0.2970756890987024
EVT-388392758,0.2817269472619139
EVT-597107631,0.2812019815261284
EVT-549764969,0.3900099431483657
EVT-422249930,0.7451263886870843
EVT-181397540,0.3756937483939332
EVT-280705223,0.645899668884987
EVT-494986634,0.669094776460795
EVT-646565429,0.2726567316053875
EVT-523444230,0.20812280069130473
EVT-160351437,0.30387892360216157
EVT-798732104,0.7551595124727039
EVT-651217033,0.2889079049986033
EVT-865064517,0.7972846877525359
EVT-834821969,0.6382434715436733
EVT-301180356,0.282401371183467
EVT-137443088,0.28512920586452933
EVT-367108546,0.619376297297054
EVT-381088151,0.3472971187964291
EVT-421949202,0.3532754081881344
EVT-386435387,0.2523054778379774
EVT-297804149,0.3415167762969591
EVT-717533026,0.21212312109765818
EVT-656177211,0.3372723317846719
EVT-640340988,0.33499286752189467
EVT-464876731,0.286344820930971
EVT-469246902,0.2231945570066287
EVT-226777574,0.3456518847483241
EVT-333857506,0.23194692165569863
EVT-735602360,0.3551128461888494
EVT-443311324,0.725826734690759
EVT-115663543,0.19629909975972787
EVT-864222495,0.3534717217486831
EVT-103276342,0.3259978079744275
EVT-349845813,0.23784828339084318
EVT-737175627,0.2734491368575472
EVT-713562093,0.6958030314105068
EVT-227500169,0.25732768367809855
EVT-336507145,0.8000317086424698
EVT-462024128,0.29311885497223805
EVT-714934983,0.2481280316750301
EVT-858124092,0.25304447382253414
EVT-428160406,0.281545557615364
EVT-904554863,0.8868185252051497
EVT-348801616,0.2813905753972477
EVT-721475497,0.26868817411811685
EVT-544747635,0.2359232153953465
EVT-554605737,0.29848867413961216
EVT-870877020,0.2867518656954423
EVT-989144690,0.35052582532696375
EVT-805272304,0.32022177980118677
EVT-492348149,0.74321010036254
EVT-167489294,0.34138350748183527
EVT-658153204,0.49534547259970746
EVT-984935293,0.370408819701805
EVT-497345148,0.3152540225142502
EVT-601381125,0.18870377673543404
EVT-379596817,0.23972104734639488
EVT-396124603,0.8713412138541794
EVT-614599860,0.34192215168064266
EVT-265661149,0.2828779500335232
EVT-820043730,0.17761374298697516
EVT-630351758,0.31816293747141156
EVT-502081884,0.31369236216649576
EVT-138100332,0.34768676320989156
EVT-262846055,0.29080666448249004
EVT-708824595,0.2892076781726796
EVT-276771955,0.7813316925180942
EVT-509832745,0.19484569178783093
EVT-424618642,0.7267194776450835
EVT-686039422,0.30791936566039807
EVT-615632193,0.7193000646647323
EVT-940935576,0.36424220700190113
EVT-868650623,0.7764575435606643
EVT-812801444,0.21088266956194057
EVT-441419598,0.7718953941421715
EVT-269464446,0.33828837968154757
EVT-224621318,0.26097571313635964
EVT-403960107,0.6776679835944619
EVT-410828182,0.2405675835442204
EVT-994699603,0.8662146296869226
EVT-152940414,0.49160739677901827
EVT-967876308,0.2930016418415549
EVT-129853807,0.28793886011600767
EVT-793231428,0.41938956331964083
EVT-531937299,0.3208654149659185
EVT-630882248,0.2686393089734343
EVT-431037939,0.34126961977813497
EVT-278439883,0.3681521661856361
EVT-103177403,0.2683111591703188
EVT-737743169,0.3660323374539177
EVT-624405682,0.3052138651384302
EVT-795060764,0.4399818124018374
EVT-233494310,0.32281051722894927
EVT-752427357,0.2786510216433553
EVT-721082491,0.2889781283605461
EVT-476004342,0.7688400058741564
EVT-334545201,0.21187630798159773
EVT-506520276,0.31718662479104487
EVT-302236568,0.27895541707647914
EVT-187921019,0.273786701773198
EVT-445015285,0.37713420444836365
EVT-896975248,0.3391004163415026
EVT-170918097,0.851445697445123
EVT-618407607,0.3564563344956923
EVT-328287110,0.2527159729010463
EVT-641332297,0.6752455088458895
EVT-587635092,0.3375587585466264
EVT-599420587,0.3436622990742331
EVT-121192753,0.5994139147637226
EVT-690232582,0.8067642990268162
EVT-341699920,0.39282129305002966
EVT-629768372,0.2929965246102951
EVT-121132484,0.30445015354069016
EVT-373309319,0.4182159821862598
EVT-720794546,0.2731037569806045
EVT-410210898,0.1900080602863713
EVT-891641995,0.3614666255040814
EVT-503146606,0.7759551494828373
